RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;RefPric;TradQty;FinInstrmQty
2020-04-06;BBDCE288;BRBBDC4E0W71;EQUITY CALL;;;;;;0,19;;
2020-04-06;BBDCE290;BRBBDC4E0W48;EQUITY CALL;;;;;;0,17;;
2020-04-06;BBDCE297;BRBBDC3E0656;EQUITY CALL;;;;;;0,09;;
2020-04-06;BBDCE298;BRBBDC4E0WC0;EQUITY CALL;;;;;;0,13;;
2020-04-06;BBDCE301;BRBBDC4E0VV2;EQUITY CALL;0,1;0,11;0,1;0,1;;0,12;5;15200
2020-04-06;BBDCE303;BRBBDC4E0W55;EQUITY CALL;;;;;;0,11;;
2020-04-06;BBDCE305;BRBBDC4E0V64;EQUITY CALL;;;;;;0,2;;
2020-04-06;BBDCE306;BRBBDC4E0VW0;EQUITY CALL;;;;;;0,1;;
2020-04-06;BBDCE308;BRBBDC4E0W63;EQUITY CALL;;;;;;0,09;;
2020-04-06;BBDCE312;BRBBDC4E0V23;EQUITY CALL;0,12;0,14;0,12;0,14;;0,15;2;18800
2020-04-06;BBDCE313;BRBBDC4E0WB2;EQUITY CALL;0,08;0,08;0,08;0,08;;0,07;1;2000
2020-04-06;BBDCE315;BRBBDC4E0V72;EQUITY CALL;;;;;;0,14;;
2020-04-06;BBDCE316;BRBBDC4E0VB4;EQUITY CALL;;;;;;0,08;;
2020-04-06;BBDCE318;BRBBDC4E0W97;EQUITY CALL;;;;;;0,06;;
2020-04-06;BBDCE32;BRBBDC3E06K1;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE324;BRBBDC4E0VL3;EQUITY CALL;;;;;;0,05;;
2020-04-06;BBDCE326;BRBBDC4E0VX8;EQUITY CALL;;;;;;0,04;;
2020-04-06;BBDCE328;BRBBDC4E0WA4;EQUITY CALL;;;;;;0,04;;
2020-04-06;BBDCE331;BRBBDC4E0VT6;EQUITY CALL;;;;;;0,03;;
2020-04-06;BBDCE336;BRBBDC4E0VY6;EQUITY CALL;;;;;;0,03;;
2020-04-06;BBDCE338;BRBBDC3E0664;EQUITY CALL;;;;;;0,02;;
2020-04-06;BBDCE339;BRBBDC4E0VM1;EQUITY CALL;;;;;;0,02;;
2020-04-06;BBDCE340;BRBBDC4E0V49;EQUITY CALL;;;;;;0,05;;
2020-04-06;BBDCE344;BRBBDC4E0VQ2;EQUITY CALL;;;;;;0,02;;
2020-04-06;BBDCE346;BRBBDC4E0VH1;EQUITY CALL;;;;;;0,02;;
2020-04-06;BBDCE349;BRBBDC4E0VF5;EQUITY CALL;;;;;;0,02;;
2020-04-06;BBDCE352;BRBBDC4E0V80;EQUITY CALL;;;;;;0,03;;
2020-04-06;BBDCE354;BRBBDC4E0W14;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE355;BRBBDC4E0W22;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE356;BRBBDC4E0VE8;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE359;BRBBDC4E0VN9;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE36;BRBBDC4E0VG3;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE360;BRBBDC4E0W30;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE365;BRBBDC4E0W89;EQUITY CALL;0,06;0,06;0,06;0,06;;0,01;1;700
2020-04-06;BBDCE371;BRBBDC4E0VK5;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE374;BRBBDC4E0VR0;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE389;BRBBDC4E0VC2;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE397;BRBBDC4E0V31;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE40;BRBBDC4E0V56;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE401;BRBBDC4E0VS8;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE41;BRBBDC3E07L7;EQUITY CALL;;;;;;7,79;;
2020-04-06;BBDCE42;BRBBDC3E07O1;EQUITY CALL;;;;;;6,86;;
2020-04-06;BBDCE422;BRBBDC4E0V98;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE43;BRBBDC3E0789;EQUITY CALL;;;;;;5,96;;
2020-04-06;BBDCE431;BRBBDC4E0VO7;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE44;BRBBDC3E0797;EQUITY CALL;;;;;;5,09;;
2020-04-06;BBDCE45;BRBBDC3E07H5;EQUITY CALL;;;;;;4,27;;
2020-04-06;BBDCE46;BRBBDC3E07M5;EQUITY CALL;;;;;;3,51;;
2020-04-06;BBDCE47;BRBBDC3E07G7;EQUITY CALL;;;;;;2,83;;
2020-04-06;BBDCE48;BRBBDC3E07E2;EQUITY CALL;2,2;2,2;2,2;2,2;;2,23;1;2100
2020-04-06;BBDCE49;BRBBDC3E07D4;EQUITY CALL;1,67;1,67;1,67;1,67;;1,72;1;7600
2020-04-06;BBDCE50;BRBBDC4E0WU2;EQUITY CALL;2;2,4;2,18;2,4;;2,27;4;1600
2020-04-06;BBDCE51;BRBBDC3E06Z9;EQUITY CALL;;;;;;0,96;;
2020-04-06;BBDCE52;BRBBDC3E06W6;EQUITY CALL;;;;;;0,7;;
2020-04-06;BBDCE53;BRBBDC3E0706;EQUITY CALL;;;;;;0,5;;
2020-04-06;BBDCE54;BRBBDC3E0722;EQUITY CALL;;;;;;0,35;;
2020-04-06;BBDCE55;BRBBDC3E0748;EQUITY CALL;;;;;;0,24;;
2020-04-06;BBDCE56;BRBBDC3E06Y2;EQUITY CALL;;;;;;0,16;;
2020-04-06;BBDCE57;BRBBDC3E06V8;EQUITY CALL;;;;;;0,1;;
2020-04-06;BBDCE663;BRBBDC3E0698;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCE693;BRBBDC3E0680;EQUITY CALL;;;;;;0,07;;
2020-04-06;BBDCE715;BRBBDC4E0X96;EQUITY CALL;;;;;;0,06;;
2020-04-06;BBDCE745;BRBBDC4E0WJ5;EQUITY CALL;0,5;0,74;0,71;0,71;;0,78;4;8900
2020-04-06;BBDCE821;BRBBDC3E07N3;EQUITY CALL;;;;;;1,12;;
2020-04-06;BBDCE850;BRBBDC3E07K9;EQUITY CALL;;;;;;1,3;;
2020-04-06;BBDCE918;BRBBDC4E0X39;EQUITY CALL;;;;;;3,85;;
2020-04-06;BBDCE949;BRBBDC4E0WZ1;EQUITY CALL;;;;;;2,85;;
2020-04-06;BBDCF106;BRBBDC4F0Y68;EQUITY CALL;;;;;;11,06;;
2020-04-06;BBDCF11;BRBBDC3F0895;EQUITY CALL;;;;;;8,34;;
2020-04-06;BBDCF12;BRBBDC3F07T7;EQUITY CALL;;;;;;7,41;;
2020-04-06;BBDCF121;BRBBDC4F0Y50;EQUITY CALL;;;;;;9,62;;
2020-04-06;BBDCF13;BRBBDC3F08H0;EQUITY CALL;;;;;;6,51;;
2020-04-06;BBDCF14;BRBBDC3F08D9;EQUITY CALL;;;;;;5,64;;
2020-04-06;BBDCF145;BRBBDC4F0YS1;EQUITY CALL;;;;;;6,85;;
2020-04-06;BBDCF15;BRBBDC3F07S9;EQUITY CALL;;;;;;4,81;;
2020-04-06;BBDCF150;BRBBDC4F0YL6;EQUITY CALL;;;;;;6,41;;
2020-04-06;BBDCF16;BRBBDC3F08G2;EQUITY CALL;;;;;;4,03;;
2020-04-06;BBDCF160;BRBBDC4F0YA9;EQUITY CALL;;;;;;5,56;;
2020-04-06;BBDCF17;BRBBDC3F0812;EQUITY CALL;;;;;;3,33;;
2020-04-06;BBDCF170;BRBBDC4F0YN2;EQUITY CALL;;;;;;4,76;;
2020-04-06;BBDCF18;BRBBDC3F08J6;EQUITY CALL;;;;;;2,7;;
2020-04-06;BBDCF180;BRBBDC4F0YC5;EQUITY CALL;;;;;;4,01;;
2020-04-06;BBDCF19;BRBBDC3F0861;EQUITY CALL;;;;;;2,15;;
2020-04-06;BBDCF190;BRBBDC4F0YE1;EQUITY CALL;;;;;;3,34;;
2020-04-06;BBDCF20;BRBBDC3F0820;EQUITY CALL;;;;;;1,68;;
2020-04-06;BBDCF200;BRBBDC4F0YM4;EQUITY CALL;;;;;;2,73;;
2020-04-06;BBDCF208;BRBBDC4F0Y92;EQUITY CALL;;;;;;2,33;;
2020-04-06;BBDCF21;BRBBDC3F07W1;EQUITY CALL;;;;;;1,29;;
2020-04-06;BBDCF210;BRBBDC4F0YB7;EQUITY CALL;;;;;;2,2;;
2020-04-06;BBDCF22;BRBBDC3F08E7;EQUITY CALL;;;;;;0,98;;
2020-04-06;BBDCF220;BRBBDC4F0YT9;EQUITY CALL;;;;;;1,75;;
2020-04-06;BBDCF228;BRBBDC4F0YD3;EQUITY CALL;;;;;;1,46;;
2020-04-06;BBDCF23;BRBBDC3F0887;EQUITY CALL;;;;;;0,73;;
2020-04-06;BBDCF230;BRBBDC4F0Z26;EQUITY CALL;;;;;;1,37;;
2020-04-06;BBDCF24;BRBBDC3F07V3;EQUITY CALL;0,75;0,8;0,77;0,75;;0,54;2;3200
2020-04-06;BBDCF240;BRBBDC4F0YR3;EQUITY CALL;0,76;0,76;0,76;0,76;;1,06;1;100
2020-04-06;BBDCF25;BRBBDC3F0853;EQUITY CALL;;;;;;0,39;;
2020-04-06;BBDCF250;BRBBDC4F0YY9;EQUITY CALL;0,76;0,76;0,76;0,76;;0,8;1;100
2020-04-06;BBDCF256;BRBBDC3F08M0;EQUITY CALL;;;;;;0,42;;
2020-04-06;BBDCF26;BRBBDC3F0804;EQUITY CALL;;;;;;0,28;;
2020-04-06;BBDCF260;BRBBDC4F0YV5;EQUITY CALL;;;;;;0,6;;
2020-04-06;BBDCF270;BRBBDC4F0YZ6;EQUITY CALL;0,69;0,69;0,69;0,69;;0,45;1;2000
2020-04-06;BBDCF280;BRBBDC4F0Z00;EQUITY CALL;;;;;;0,33;;
2020-04-06;BBDCF292;BRBBDC3F07L4;EQUITY CALL;;;;;;0,18;;
2020-04-06;BBDCF3;BRBBDC4F0YO0;EQUITY CALL;;;;;;0,17;;
2020-04-06;BBDCF300;BRBBDC3F07O8;EQUITY CALL;;;;;;0,12;;
2020-04-06;BBDCF309;BRBBDC4F0Y19;EQUITY CALL;;;;;;0,22;;
2020-04-06;BBDCF310;BRBBDC4F0XA1;EQUITY CALL;;;;;;0,24;;
2020-04-06;BBDCF315;BRBBDC3F08L2;EQUITY CALL;;;;;;0,04;;
2020-04-06;BBDCF319;BRBBDC4F0Y76;EQUITY CALL;;;;;;0,09;;
2020-04-06;BBDCF32;BRBBDC4F0XQ7;EQUITY CALL;;;;;;0,13;;
2020-04-06;BBDCF325;BRBBDC3F07J8;EQUITY CALL;;;;;;0,05;;
2020-04-06;BBDCF327;BRBBDC3F07M2;EQUITY CALL;;;;;;0,05;;
2020-04-06;BBDCF329;BRBBDC4F0XL8;EQUITY CALL;;;;;;0,12;;
2020-04-06;BBDCF33;BRBBDC4F0XR5;EQUITY CALL;;;;;;0,14;;
2020-04-06;BBDCF334;BRBBDC4F0Y43;EQUITY CALL;;;;;;0,06;;
2020-04-06;BBDCF335;BRBBDC4F0XD5;EQUITY CALL;;;;;;0,1;;
2020-04-06;BBDCF339;BRBBDC4F0XY1;EQUITY CALL;;;;;;0,08;;
2020-04-06;BBDCF340;BRBBDC4F0Y84;EQUITY CALL;;;;;;0,04;;
2020-04-06;BBDCF342;BRBBDC4F0XX3;EQUITY CALL;;;;;;0,08;;
2020-04-06;BBDCF344;BRBBDC4F0XH6;EQUITY CALL;;;;;;0,07;;
2020-04-06;BBDCF347;BRBBDC4F0Y01;EQUITY CALL;;;;;;0,06;;
2020-04-06;BBDCF35;BRBBDC4F0XZ8;EQUITY CALL;;;;;;0,04;;
2020-04-06;BBDCF355;BRBBDC4F0XB9;EQUITY CALL;;;;;;0,05;;
2020-04-06;BBDCF362;BRBBDC4F0XT1;EQUITY CALL;;;;;;0,04;;
2020-04-06;BBDCF366;BRBBDC4F0XE3;EQUITY CALL;;;;;;0,03;;
2020-04-06;BBDCF369;BRBBDC4F0XM6;EQUITY CALL;;;;;;0,03;;
2020-04-06;BBDCF372;BRBBDC4F0XG8;EQUITY CALL;;;;;;0,02;;
2020-04-06;BBDCF377;BRBBDC4F0XK0;EQUITY CALL;;;;;;0,02;;
2020-04-06;BBDCF382;BRBBDC4F0XW5;EQUITY CALL;;;;;;0,02;;
2020-04-06;BBDCF383;BRBBDC4F0Y27;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCF392;BRBBDC3F07N0;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCF404;BRBBDC4F0Y35;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCF41;BRBBDC3F0846;EQUITY CALL;;;;;;7,87;;
2020-04-06;BBDCF42;BRBBDC3F08K4;EQUITY CALL;;;;;;6,96;;
2020-04-06;BBDCF422;BRBBDC4F0XC7;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCF424;BRBBDC4F0XU9;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCF43;BRBBDC3F07U5;EQUITY CALL;;;;;;6,07;;
2020-04-06;BBDCF437;BRBBDC4F0XS3;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCF44;BRBBDC3F0838;EQUITY CALL;;;;;;5,22;;
2020-04-06;BBDCF440;BRBBDC4F0XF0;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCF45;BRBBDC4F0XI4;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCF450;BRBBDC4F0YQ5;EQUITY CALL;;;;;;5,98;;
2020-04-06;BBDCF458;BRBBDC3F08C1;EQUITY CALL;;;;;;4,41;;
2020-04-06;BBDCF46;BRBBDC3F08B3;EQUITY CALL;;;;;;3,67;;
2020-04-06;BBDCF460;BRBBDC4F0Z59;EQUITY CALL;;;;;;5,16;;
2020-04-06;BBDCF462;BRBBDC4F0XV7;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCF47;BRBBDC3F08F4;EQUITY CALL;;;;;;3;;
2020-04-06;BBDCF470;BRBBDC4F0Z18;EQUITY CALL;;;;;;4,38;;
2020-04-06;BBDCF48;BRBBDC3F07R1;EQUITY CALL;;;;;;2,41;;
2020-04-06;BBDCF480;BRBBDC4F0Z42;EQUITY CALL;;;;;;3,67;;
2020-04-06;BBDCF49;BRBBDC3F08I8;EQUITY CALL;;;;;;1,9;;
2020-04-06;BBDCF490;BRBBDC4F0YJ0;EQUITY CALL;;;;;;3,02;;
2020-04-06;BBDCF50;BRBBDC3F07X9;EQUITY CALL;;;;;;1,48;;
2020-04-06;BBDCF500;BRBBDC4F0YI2;EQUITY CALL;;;;;;2,46;;
2020-04-06;BBDCF51;BRBBDC3F07Q3;EQUITY CALL;;;;;;1,13;;
2020-04-06;BBDCF510;BRBBDC4F0YW3;EQUITY CALL;;;;;;1,97;;
2020-04-06;BBDCF52;BRBBDC3F08A5;EQUITY CALL;;;;;;0,85;;
2020-04-06;BBDCF520;BRBBDC4F0YK8;EQUITY CALL;;;;;;1,55;;
2020-04-06;BBDCF53;BRBBDC3F07Y7;EQUITY CALL;;;;;;0,63;;
2020-04-06;BBDCF530;BRBBDC4F0YF8;EQUITY CALL;;;;;;1,2;;
2020-04-06;BBDCF54;BRBBDC3F07Z4;EQUITY CALL;;;;;;0,46;;
2020-04-06;BBDCF540;BRBBDC4F0Z34;EQUITY CALL;0,76;0,76;0,76;0,76;;0,92;1;100
2020-04-06;BBDCF55;BRBBDC3F0879;EQUITY CALL;;;;;;0,33;;
2020-04-06;BBDCF550;BRBBDC4F0YH4;EQUITY CALL;0,76;0,76;0,76;0,76;;0,7;1;100
2020-04-06;BBDCF56;BRBBDC3F07P5;EQUITY CALL;;;;;;0,23;;
2020-04-06;BBDCF560;BRBBDC4F0YP7;EQUITY CALL;;;;;;0,52;;
2020-04-06;BBDCF570;BRBBDC4F0YU7;EQUITY CALL;;;;;;0,38;;
2020-04-06;BBDCF580;BRBBDC4F0YX1;EQUITY CALL;;;;;;0,28;;
2020-04-06;BBDCF590;BRBBDC4F0YG6;EQUITY CALL;;;;;;0,2;;
2020-04-06;BBDCG196;BRBBDC4G0Y17;EQUITY CALL;;;;;;3,14;;
2020-04-06;BBDCG206;BRBBDC4G0Y33;EQUITY CALL;;;;;;2,58;;
2020-04-06;BBDCG214;BRBBDC4G0Y58;EQUITY CALL;;;;;;2,21;;
2020-04-06;BBDCG226;BRBBDC4G0Y41;EQUITY CALL;;;;;;1,69;;
2020-04-06;BBDCG242;BRBBDC4G0XT0;EQUITY CALL;;;;;;1,34;;
2020-04-06;BBDCG246;BRBBDC4G0Y25;EQUITY CALL;;;;;;1,05;;
2020-04-06;BBDCG332;BRBBDC4G0XZ7;EQUITY CALL;;;;;;0,09;;
2020-04-06;BBDCG335;BRBBDC4G0XI3;EQUITY CALL;;;;;;0,14;;
2020-04-06;BBDCG340;BRBBDC4G0XD4;EQUITY CALL;;;;;;0,12;;
2020-04-06;BBDCG347;BRBBDC4G0Y09;EQUITY CALL;;;;;;0,05;;
2020-04-06;BBDCG350;BRBBDC4G0XU8;EQUITY CALL;;;;;;0,06;;
2020-04-06;BBDCG351;BRBBDC4G0XW4;EQUITY CALL;;;;;;0,05;;
2020-04-06;BBDCG352;BRBBDC4G0XY0;EQUITY CALL;;;;;;0,05;;
2020-04-06;BBDCG360;BRBBDC4G0XO1;EQUITY CALL;;;;;;0,04;;
2020-04-06;BBDCG375;BRBBDC4G0XH5;EQUITY CALL;;;;;;0,04;;
2020-04-06;BBDCG378;BRBBDC4G0XN3;EQUITY CALL;;;;;;0,03;;
2020-04-06;BBDCG382;BRBBDC4G0XX2;EQUITY CALL;;;;;;0,02;;
2020-04-06;BBDCG386;BRBBDC4G0XK9;EQUITY CALL;;;;;;0,03;;
2020-04-06;BBDCG397;BRBBDC4G0WP0;EQUITY CALL;;;;;;0,17;;
2020-04-06;BBDCG422;BRBBDC4G0XV6;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCG450;BRBBDC4G0XG7;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCG453;BRBBDC4G0XL7;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCG475;BRBBDC4G0XE2;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCG645;BRBBDC3G07K4;EQUITY CALL;;;;;;0,04;;
2020-04-06;BBDCH307;BRBBDC4H1254;EQUITY CALL;;;;;;0,38;;
2020-04-06;BBDCH315;BRBBDC3H08C7;EQUITY CALL;;;;;;0,15;;
2020-04-06;BBDCH317;BRBBDC4H1239;EQUITY CALL;;;;;;0,29;;
2020-04-06;BBDCH325;BRBBDC4H1221;EQUITY CALL;;;;;;0,24;;
2020-04-06;BBDCH328;BRBBDC4H11X5;EQUITY CALL;;;;;;0,22;;
2020-04-06;BBDCH339;BRBBDC4H12C7;EQUITY CALL;;;;;;0,1;;
2020-04-06;BBDCH340;BRBBDC4H1262;EQUITY CALL;;;;;;0,15;;
2020-04-06;BBDCH345;BRBBDC4H1205;EQUITY CALL;;;;;;0,13;;
2020-04-06;BBDCH357;BRBBDC3H08D5;EQUITY CALL;;;;;;0,04;;
2020-04-06;BBDCH360;BRBBDC4H1247;EQUITY CALL;;;;;;0,08;;
2020-04-06;BBDCH361;BRBBDC4H1288;EQUITY CALL;;;;;;0,05;;
2020-04-06;BBDCH364;BRBBDC4H12E3;EQUITY CALL;;;;;;0,05;;
2020-04-06;BBDCH365;BRBBDC4H11W7;EQUITY CALL;;;;;;0,07;;
2020-04-06;BBDCH374;BRBBDC4H12B9;EQUITY CALL;;;;;;0,03;;
2020-04-06;BBDCH379;BRBBDC4H12A1;EQUITY CALL;;;;;;0,03;;
2020-04-06;BBDCH385;BRBBDC4H1213;EQUITY CALL;;;;;;0,04;;
2020-04-06;BBDCH394;BRBBDC4H1296;EQUITY CALL;;;;;;0,02;;
2020-04-06;BBDCH404;BRBBDC4H12D5;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCH407;BRBBDC4H1270;EQUITY CALL;;;;;;0,02;;
2020-04-06;BBDCH440;BRBBDC4H11Z0;EQUITY CALL;;;;;;0,01;;
2020-04-06;BBDCI172;BRBBDC4I0VS4;EQUITY CALL;;;;;;4,94;;
2020-04-06;BBDCI227;BRBBDC4I0VT2;EQUITY CALL;;;;;;1,9;;
2020-04-06;BBDCI267;BRBBDC4I0VU0;EQUITY CALL;;;;;;0,8;;
2020-04-06;BBDCI295;BRBBDC4I0VN5;EQUITY CALL;;;;;;0,63;;
2020-04-06;BBDCI317;BRBBDC3I07Y1;EQUITY CALL;;;;;;0,12;;
2020-04-06;BBDCI327;BRBBDC4I0VP0;EQUITY CALL;;;;;;0,28;;
2020-04-06;BBDCI34;BRBBDC4I0VM7;EQUITY CALL;;;;;;0,2;;
2020-04-06;BBDCI363;BRBBDC4I0VR6;EQUITY CALL;;;;;;0,07;;
2020-04-06;BBDCI372;BRBBDC4I0VQ8;EQUITY CALL;;;;;;0,08;;
2020-04-06;BBDCI395;BRBBDC4I0VO3;EQUITY CALL;;;;;;0,04;;
2020-04-06;BBDCJ250;BRBBDC4J0XD1;EQUITY CALL;;;;;;1,29;;
2020-04-06;BBDCJ282;BRBBDC4J0VS3;EQUITY CALL;;;;;;0,99;;
2020-04-06;BBDCJ309;BRBBDC4J0X53;EQUITY CALL;;;;;;0,5;;
2020-04-06;BBDCJ342;BRBBDC4J0X79;EQUITY CALL;;;;;;0,23;;
2020-04-06;BBDCJ346;BRBBDC4J0X46;EQUITY CALL;;;;;;0,21;;
2020-04-06;BBDCJ355;BRBBDC4J0VT1;EQUITY CALL;;;;;;0,18;;
2020-04-06;BBDCJ366;BRBBDC4J0X95;EQUITY CALL;;;;;;0,09;;
2020-04-06;BBDCJ389;BRBBDC4J0X87;EQUITY CALL;;;;;;0,07;;
2020-04-06;BBDCJ414;BRBBDC4J0X61;EQUITY CALL;;;;;;0,03;;
2020-04-06;BBDCJ430;BRBBDC4J0VU9;EQUITY CALL;;;;;;0,02;;
2020-04-06;BBDCK320;BRBBDC4K0TF1;EQUITY CALL;;;;;;0,36;;
2020-04-06;BBDCK331;BRBBDC4K0TR6;EQUITY CALL;;;;;;0,24;;
2020-04-06;BBDCK346;BRBBDC4K0TJ3;EQUITY CALL;;;;;;0,2;;
2020-04-06;BBDCK357;BRBBDC4K0TG9;EQUITY CALL;;;;;;0,15;;
2020-04-06;BBDCK382;BRBBDC4K0TI5;EQUITY CALL;;;;;;0,08;;
2020-04-06;BBDCK414;BRBBDC4K0TH7;EQUITY CALL;;;;;;0,04;;
2020-04-06;BBDCK417;BRBBDC4K0TQ8;EQUITY CALL;;;;;;0,03;;
2020-04-06;BBDCL263;BRBBDC4L13R5;EQUITY CALL;;;;;;1,2;;
2020-04-06;BBDCL308;BRBBDC4L13J2;EQUITY CALL;;;;;;0,54;;
2020-04-06;BBDCL313;BRBBDC4L13M6;EQUITY CALL;;;;;;0,48;;
2020-04-06;BBDCL343;BRBBDC4L13I4;EQUITY CALL;;;;;;0,25;;
2020-04-06;BBDCL346;BRBBDC4L13L8;EQUITY CALL;;;;;;0,24;;
2020-04-06;BBDCL350;BRBBDC3L0BB8;EQUITY CALL;;;;;;0,11;;
2020-04-06;BBDCL363;BRBBDC4L13Q7;EQUITY CALL;;;;;;0,14;;
2020-04-06;BBDCL392;BRBBDC3L0BC6;EQUITY CALL;;;;;;0,04;;
2020-04-06;BBDCL401;BRBBDC4L13K0;EQUITY CALL;;;;;;0,07;;
2020-04-06;BBDCL406;BRBBDC4L13N4;EQUITY CALL;;;;;;0,06;;
2020-04-06;BBDCL408;BRBBDC4L13P9;EQUITY CALL;;;;;;0,05;;
2020-04-06;BBDCL438;BRBBDC4L12T3;EQUITY CALL;;;;;;0,04;;
2020-04-06;BBDCL540;BRBBDC4L1266;EQUITY CALL;;;;;;0,03;;
2020-04-06;BBDCM337;BRBBDC4M0ZJ8;EQUITY PUT;;;;;;12,02;;
2020-04-06;BBDCM362;BRBBDC4M0YX2;EQUITY PUT;;;;;;13,87;;
2020-04-06;BBDCM432;BRBBDC4M0ZL4;EQUITY PUT;;;;;;21,04;;
2020-04-06;BBDCM864;BRBBDC4M0ZK6;EQUITY PUT;;;;;;14,57;;
2020-04-06;BBDCP108;BRBBDC4P1262;EQUITY PUT;;;;;;0,01;;
2020-04-06;BBDCP11;BRBBDC3P0A26;EQUITY PUT;;;;;;0,01;;
2020-04-06;BBDCP113;BRBBDC3P0A42;EQUITY PUT;;;;;;0,03;;
2020-04-06;BBDCP118;BRBBDC3P0A18;EQUITY PUT;;;;;;0,01;;
2020-04-06;BBDCP119;BRBBDC4P1221;EQUITY PUT;0,02;0,03;0,02;0,02;;0,01;4;23100
2020-04-06;BBDCP12;BRBBDC3P0A00;EQUITY PUT;;;;;;0,01;;
2020-04-06;BBDCP128;BRBBDC4P1254;EQUITY PUT;;;;;;0,01;;
2020-04-06;BBDCP13;BRBBDC4P11E8;EQUITY PUT;;;;;;0,02;;
2020-04-06;BBDCP138;BRBBDC3P09S4;EQUITY PUT;;;;;;0,05;;
2020-04-06;BBDCP14;BRBBDC4P11D0;EQUITY PUT;0,07;0,09;0,07;0,09;;0,04;3;16300
2020-04-06;BBDCP140;BRBBDC4P11H1;EQUITY PUT;0,05;0,07;0,06;0,07;;0,03;11;72100
2020-04-06;BBDCP143;BRBBDC3P09T2;EQUITY PUT;;;;;;0,08;;
2020-04-06;BBDCP145;BRBBDC4P11L3;EQUITY PUT;;;;;;0,05;;
2020-04-06;BBDCP148;BRBBDC3P09X4;EQUITY PUT;;;;;;0,11;;
2020-04-06;BBDCP15;BRBBDC4P11F5;EQUITY PUT;0,13;0,13;0,13;0,13;;0,11;1;500
2020-04-06;BBDCP150;BRBBDC4P11M1;EQUITY PUT;0,1;0,11;0,1;0,1;;0,07;6;18200
2020-04-06;BBDCP153;BRBBDC3P09M7;EQUITY PUT;;;;;;0,15;;
2020-04-06;BBDCP155;BRBBDC4P11G3;EQUITY PUT;0,1;0,16;0,12;0,1;;0,1;5;14800
2020-04-06;BBDCP158;BRBBDC3P09L9;EQUITY PUT;;;;;;0,19;;
2020-04-06;BBDCP16;BRBBDC4P1197;EQUITY PUT;0,19;0,26;0,22;0,2;;0,19;9;5800
2020-04-06;BBDCP160;BRBBDC4P1130;EQUITY PUT;0,13;0,21;0,14;0,15;;0,13;50;62500
2020-04-06;BBDCP163;BRBBDC3P09W6;EQUITY PUT;0,23;0,3;0,23;0,23;;0,24;2;1100
2020-04-06;BBDCP165;BRBBDC4P11K5;EQUITY PUT;0,16;0,2;0,18;0,2;;0,17;4;500
2020-04-06;BBDCP168;BRBBDC3P09Z9;EQUITY PUT;;;;;;0,3;;
2020-04-06;BBDCP170;BRBBDC4P11V2;EQUITY PUT;0,21;0,26;0,22;0,25;;0,21;32;63100
2020-04-06;BBDCP173;BRBBDC4P10Z5;EQUITY PUT;0,23;0,3;0,27;0,27;;0,24;14;45700
2020-04-06;BBDCP175;BRBBDC4P11C2;EQUITY PUT;0,25;0,34;0,3;0,27;;0,27;20;73100
2020-04-06;BBDCP178;BRBBDC3P09P0;EQUITY PUT;;;;;;0,48;;
2020-04-06;BBDCP180;BRBBDC4P11Q2;EQUITY PUT;0,3;0,39;0,36;0,36;;0,33;61;476800
2020-04-06;BBDCP183;BRBBDC3P09F1;EQUITY PUT;;;;;;0,61;;
2020-04-06;BBDCP185;BRBBDC4P1155;EQUITY PUT;0,37;0,5;0,41;0,45;;0,42;44;207500
2020-04-06;BBDCP188;BRBBDC3P09K1;EQUITY PUT;0,66;0,66;0,66;0,66;;0,78;1;1900
