RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;RefPric;TradQty;FinInstrmQty
2020-04-06;ITUBD251;BRITUB4D0SC2;EQUITY CALL;0,2;0,3;0,25;0,21;;0,23;530;901500
2020-04-06;ITUBD256;BRITUB4D0SA6;EQUITY CALL;0,14;0,22;0,17;0,18;;0,17;41;38700
2020-04-06;ITUBD261;BRITUB4D0SJ7;EQUITY CALL;0,11;0,16;0,14;0,12;;0,12;47;69700
2020-04-06;ITUBD263;BRITUB4D0RA8;EQUITY CALL;0,19;0,25;0,21;0,19;;0,19;8;50200
2020-04-06;ITUBD266;BRITUB4D0SM1;EQUITY CALL;0,09;0,15;0,09;0,09;;0,09;20;63100
2020-04-06;ITUBD279;BRITUB4D0S56;EQUITY CALL;0,07;0,07;0,07;0,07;;0,05;2;2700
2020-04-06;ITUBD28;BRITUB4D0S98;EQUITY CALL;0,04;0,09;0,05;0,06;;0,05;23;44600
2020-04-06;ITUBD281;BRITUB4D0R32;EQUITY CALL;0,07;0,08;0,07;0,07;;0,07;4;40800
2020-04-06;ITUBD284;BRITUB4D0S80;EQUITY CALL;0,05;0,08;0,05;0,06;;0,04;10;22500
2020-04-06;ITUBD286;BRITUB4D0S64;EQUITY CALL;;;;;;0,04;;
2020-04-06;ITUBD289;BRITUB4D0S72;EQUITY CALL;0,05;0,08;0,05;0,05;;0,04;3;2200
2020-04-06;ITUBD295;BRITUB4D0QP8;EQUITY CALL;0,06;0,07;0,06;0,06;;0,06;13;19400
2020-04-06;ITUBD306;BRITUB4D0R65;EQUITY CALL;0,02;0,05;0,04;0,05;;0,03;60;100800
2020-04-06;ITUBD308;BRITUB4D0RB6;EQUITY CALL;;;;;;0,03;;
2020-04-06;ITUBD310;BRITUB4D0QV6;EQUITY CALL;0,04;0,05;0,04;0,04;;0,03;10;34400
2020-04-06;ITUBD311;BRITUB4D0RC4;EQUITY CALL;0,03;0,03;0,03;0,03;;0,03;1;1000
2020-04-06;ITUBD312;BRITUB4D0QS2;EQUITY CALL;0,08;0,08;0,08;0,08;;0,03;1;100
2020-04-06;ITUBD314;BRITUB4D0S49;EQUITY CALL;0,02;0,02;0,02;0,02;;0,02;2;2400
2020-04-06;ITUBD316;BRITUB4D0R81;EQUITY CALL;0,02;0,03;0,02;0,02;;0,03;25;196900
2020-04-06;ITUBD322;BRITUB4D0QY0;EQUITY CALL;;;;;;0,03;;
2020-04-06;ITUBD328;BRITUB4D0QQ6;EQUITY CALL;;;;;;0,02;;
2020-04-06;ITUBD329;BRITUB4D0S31;EQUITY CALL;;;;;;0,02;;
2020-04-06;ITUBD330;BRITUB4D0QT0;EQUITY CALL;0,01;0,01;0,01;0,01;;0,02;11;10000
2020-04-06;ITUBD331;BRITUB4D0R16;EQUITY CALL;;;;;;0,02;;
2020-04-06;ITUBD333;BRITUB4D0RV4;EQUITY CALL;0,03;0,03;0,03;0,03;;0,02;1;100
2020-04-06;ITUBD335;BRITUB4D0QW4;EQUITY CALL;0,02;0,02;0,02;0,02;;0,02;2;2400
2020-04-06;ITUBD338;BRITUB4D0RU6;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD341;BRITUB4D0R57;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;2;1000
2020-04-06;ITUBD343;BRITUB4D0RW2;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD346;BRITUB4D0RN1;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD348;BRITUB4D0RK7;EQUITY CALL;0,01;0,03;0,02;0,01;;0,01;7;2600
2020-04-06;ITUBD351;BRITUB4D0R73;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;1;3000
2020-04-06;ITUBD356;BRITUB4D0RF7;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD358;BRITUB4D0RI1;EQUITY CALL;0,01;0,02;0,01;0,01;;0,01;5;5700
2020-04-06;ITUBD361;BRITUB4D0R08;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD362;BRITUB4D0QZ7;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD364;BRITUB4D0R24;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD366;BRITUB4D0RJ9;EQUITY CALL;0,02;0,02;0,02;0,02;;0,01;2;900
2020-04-06;ITUBD368;BRITUB4D0RD2;EQUITY CALL;0,01;0,01;0,01;0,01;;0,01;1;2500
2020-04-06;ITUBD371;BRITUB4D0RP6;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD375;BRITUB4D0RT8;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD378;BRITUB4D0RH3;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD38;BRITUB4D0RZ5;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD381;BRITUB4D0R40;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD383;BRITUB4D0QR4;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD386;BRITUB4D0RM3;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD391;BRITUB4D0RG5;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD395;BRITUB4D0RS0;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD397;BRITUB4D0QU8;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD398;BRITUB4D0RO9;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD401;BRITUB4D0RL5;EQUITY CALL;0,02;0,02;0,02;0,02;;0,01;2;1100
2020-04-06;ITUBD402;BRITUB4D0QX2;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD403;BRITUB4D0R99;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD406;BRITUB4D0RQ4;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD418;BRITUB4D0RR2;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBD44;BRITUB4D0SU4;EQUITY CALL;;;;;;7,59;;
2020-04-06;ITUBD47;BRITUB4D0SV2;EQUITY CALL;;;;;;4,76;;
2020-04-06;ITUBD48;BRITUB4D0ST6;EQUITY CALL;3,74;3,94;3,85;3,74;;3,85;3;600
2020-04-06;ITUBD49;BRITUB4D0SQ2;EQUITY CALL;2,83;2,99;2,87;2,83;;2,97;3;800
2020-04-06;ITUBE153;BRITUB4E0OJ5;EQUITY CALL;;;;;;7,95;;
2020-04-06;ITUBE160;BRITUB4E0OK3;EQUITY CALL;;;;;;7,25;;
2020-04-06;ITUBE161;BRITUB4E0PQ7;EQUITY CALL;;;;;;6,34;;
2020-04-06;ITUBE182;BRITUB4E0NS8;EQUITY CALL;;;;;;6,12;;
2020-04-06;ITUBE183;BRITUB4E0PH6;EQUITY CALL;;;;;;4,44;;
2020-04-06;ITUBE191;BRITUB4E0PL8;EQUITY CALL;;;;;;3,86;;
2020-04-06;ITUBE192;BRITUB4E0NR0;EQUITY CALL;;;;;;5,25;;
2020-04-06;ITUBE201;BRITUB4E0PM6;EQUITY CALL;3,13;3,46;3,32;3,13;;3,15;12;20000
2020-04-06;ITUBE213;BRITUB4E0PI4;EQUITY CALL;1,51;2,5;2,28;2,31;;2,38;11;1100
2020-04-06;ITUBE220;BRITUB4E0OL1;EQUITY CALL;2,37;2,94;2,68;2,49;;2,53;71;137900
2020-04-06;ITUBE223;BRITUB4E0PK0;EQUITY CALL;1,81;2,1;1,84;1,81;;1,86;2;1800
2020-04-06;ITUBE231;BRITUB4E0PF0;EQUITY CALL;1,43;1,77;1,62;1,49;;1,53;107;713800
2020-04-06;ITUBE238;BRITUB4E0OB2;EQUITY CALL;1,6;1,81;1,74;1,81;;1,63;6;21800
2020-04-06;ITUBE254;BRITUB4E0NV2;EQUITY CALL;1,24;1,54;1,49;1,27;;1,33;20;81900
2020-04-06;ITUBE258;BRITUB4E0PR5;EQUITY CALL;0,59;0,7;0,64;0,59;;0,67;6;9600
2020-04-06;ITUBE263;BRITUB4E0PJ2;EQUITY CALL;0,47;0,62;0,57;0,58;;0,57;4;1800
2020-04-06;ITUBE266;BRITUB4E0PB9;EQUITY CALL;0,4;0,57;0,51;0,57;;0,52;13;20500
2020-04-06;ITUBE268;BRITUB4E0PO2;EQUITY CALL;0,48;0,48;0,48;0,48;;0,48;1;4400
2020-04-06;ITUBE273;BRITUB4E0PP9;EQUITY CALL;0,33;0,4;0,39;0,33;;0,4;2;26200
2020-04-06;ITUBE279;BRITUB4E0OX6;EQUITY CALL;0,3;0,36;0,31;0,32;;0,34;5;23700
2020-04-06;ITUBE281;BRITUB4E0P16;EQUITY CALL;0,23;0,3;0,24;0,28;;0,31;4;12800
2020-04-06;ITUBE284;BRITUB4E0OZ1;EQUITY CALL;0,31;0,31;0,31;0,31;;0,28;1;1400
2020-04-06;ITUBE286;BRITUB4E0P24;EQUITY CALL;0,19;0,27;0,22;0,21;;0,25;11;45000
2020-04-06;ITUBE289;BRITUB4E0P40;EQUITY CALL;0,16;0,24;0,18;0,23;;0,23;18;23600
2020-04-06;ITUBE294;BRITUB4E0P57;EQUITY CALL;0,14;0,19;0,18;0,19;;0,19;18;42500
2020-04-06;ITUBE30;BRITUB4E0OU2;EQUITY CALL;0,17;0,2;0,19;0,17;;0,21;49;150800
2020-04-06;ITUBE308;BRITUB4E0O41;EQUITY CALL;0,11;0,15;0,12;0,15;;0,16;8;75000
2020-04-06;ITUBE311;BRITUB4E0OA4;EQUITY CALL;;;;;;0,14;;
2020-04-06;ITUBE314;BRITUB4E0NX8;EQUITY CALL;;;;;;0,13;;
2020-04-06;ITUBE316;BRITUB4E0OC0;EQUITY CALL;;;;;;0,11;;
2020-04-06;ITUBE318;BRITUB4E0OO5;EQUITY CALL;0,11;0,11;0,11;0,11;;0,1;5;54800
2020-04-06;ITUBE320;BRITUB4E0OM9;EQUITY CALL;0,06;0,06;0,06;0,06;;0,09;1;2200
2020-04-06;ITUBE325;BRITUB4E0OF3;EQUITY CALL;;;;;;0,08;;
2020-04-06;ITUBE329;BRITUB4E0O09;EQUITY CALL;;;;;;0,07;;
2020-04-06;ITUBE33;BRITUB4E0P08;EQUITY CALL;;;;;;0,04;;
2020-04-06;ITUBE331;BRITUB4E0O74;EQUITY CALL;;;;;;0,06;;
2020-04-06;ITUBE333;BRITUB4E0ON7;EQUITY CALL;;;;;;0,05;;
2020-04-06;ITUBE335;BRITUB4E0OP2;EQUITY CALL;;;;;;0,05;;
2020-04-06;ITUBE34;BRITUB4E0OV0;EQUITY CALL;0,05;0,05;0,05;0,05;;0,04;1;2000
2020-04-06;ITUBE343;BRITUB4E0OE6;EQUITY CALL;;;;;;0,03;;
2020-04-06;ITUBE349;BRITUB4E0NW0;EQUITY CALL;;;;;;0,03;;
2020-04-06;ITUBE35;BRITUB4E0OT4;EQUITY CALL;;;;;;0,02;;
2020-04-06;ITUBE351;BRITUB4E0P65;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBE353;BRITUB4E0OQ0;EQUITY CALL;0,07;0,2;0,12;0,09;;0,02;4;3200
2020-04-06;ITUBE355;BRITUB4E0OH9;EQUITY CALL;;;;;;0,02;;
2020-04-06;ITUBE358;BRITUB4E0OD8;EQUITY CALL;;;;;;0,02;;
2020-04-06;ITUBE359;BRITUB4E0P73;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBE364;BRITUB4E0NZ3;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBE366;BRITUB4E0O58;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBE371;BRITUB4E0O25;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBE373;BRITUB4E0OW8;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBE375;BRITUB4E0OG1;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBE378;BRITUB4E0OI7;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBE384;BRITUB4E0NY6;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBE386;BRITUB4E0O17;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBE393;BRITUB4E0O82;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBE396;BRITUB4E0O66;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBE398;BRITUB4E0O33;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBE4;BRITUB4E0OS6;EQUITY CALL;0,05;0,1;0,07;0,09;;0,03;5;9000
2020-04-06;ITUBE403;BRITUB4E0O90;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBE49;BRITUB4E0PN4;EQUITY CALL;;;;;;3,5;;
2020-04-06;ITUBE60;BRITUB4E0OR8;EQUITY CALL;;;;;;0,17;;
2020-04-06;ITUBF11;BRITUB4F0P96;EQUITY CALL;;;;;;11,11;;
2020-04-06;ITUBF12;BRITUB4F0P70;EQUITY CALL;;;;;;10,14;;
2020-04-06;ITUBF13;BRITUB4F0P62;EQUITY CALL;;;;;;9,18;;
2020-04-06;ITUBF14;BRITUB4F0PA0;EQUITY CALL;;;;;;8,24;;
2020-04-06;ITUBF15;BRITUB4F0P47;EQUITY CALL;;;;;;7,31;;
2020-04-06;ITUBF16;BRITUB4F0P88;EQUITY CALL;;;;;;6,42;;
2020-04-06;ITUBF17;BRITUB4F0P54;EQUITY CALL;;;;;;5,56;;
2020-04-06;ITUBF199;BRITUB4F0OR7;EQUITY CALL;;;;;;4,17;;
2020-04-06;ITUBF219;BRITUB4F0PB8;EQUITY CALL;;;;;;2,28;;
2020-04-06;ITUBF239;BRITUB4F0PC6;EQUITY CALL;;;;;;1,4;;
2020-04-06;ITUBF242;BRITUB4F0O89;EQUITY CALL;;;;;;2,03;;
2020-04-06;ITUBF247;BRITUB4F0OB1;EQUITY CALL;2,01;2,01;2,01;2,01;;1,8;1;1000
2020-04-06;ITUBF262;BRITUB4F0OK2;EQUITY CALL;1,45;1,59;1,51;1,45;;1,23;3;6000
2020-04-06;ITUBF282;BRITUB4F0OA3;EQUITY CALL;;;;;;0,7;;
2020-04-06;ITUBF287;BRITUB4F0O97;EQUITY CALL;;;;;;0,6;;
2020-04-06;ITUBF292;BRITUB4F0OC9;EQUITY CALL;;;;;;0,51;;
2020-04-06;ITUBF306;BRITUB4F0OD7;EQUITY CALL;;;;;;0,34;;
2020-04-06;ITUBF321;BRITUB4F0OS5;EQUITY CALL;;;;;;0,14;;
2020-04-06;ITUBF324;BRITUB4F0P39;EQUITY CALL;;;;;;0,09;;
2020-04-06;ITUBF325;BRITUB4F0OG0;EQUITY CALL;;;;;;0,17;;
2020-04-06;ITUBF33;BRITUB4F0OY3;EQUITY CALL;;;;;;0,07;;
2020-04-06;ITUBF331;BRITUB4F0ON6;EQUITY CALL;;;;;;0,1;;
2020-04-06;ITUBF336;BRITUB4F0P05;EQUITY CALL;;;;;;0,08;;
2020-04-06;ITUBF338;BRITUB4F0OE5;EQUITY CALL;;;;;;0,11;;
2020-04-06;ITUBF341;BRITUB4F0P21;EQUITY CALL;;;;;;0,07;;
2020-04-06;ITUBF343;BRITUB4F0OW7;EQUITY CALL;;;;;;0,06;;
2020-04-06;ITUBF356;BRITUB4F0OU1;EQUITY CALL;;;;;;0,04;;
2020-04-06;ITUBF358;BRITUB4F0P13;EQUITY CALL;;;;;;0,03;;
2020-04-06;ITUBF360;BRITUB4F0OH8;EQUITY CALL;;;;;;0,04;;
2020-04-06;ITUBF361;BRITUB4F0OZ0;EQUITY CALL;;;;;;0,03;;
2020-04-06;ITUBF366;BRITUB4F0OX5;EQUITY CALL;;;;;;0,02;;
2020-04-06;ITUBF371;BRITUB4F0OV9;EQUITY CALL;;;;;;0,02;;
2020-04-06;ITUBF393;BRITUB4F0OF2;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBF397;BRITUB4F0OI6;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBF398;BRITUB4F0OT3;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBF405;BRITUB4F0OJ4;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBF406;BRITUB4F0OP1;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBF42;BRITUB4F0OL0;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBF431;BRITUB4F0OQ9;EQUITY CALL;0,04;0,04;0,04;0,04;;0,01;1;5000
2020-04-06;ITUBG158;BRITUB4G0PD3;EQUITY CALL;;;;;;7,64;;
2020-04-06;ITUBG216;BRITUB4G0PE1;EQUITY CALL;;;;;;3,16;;
2020-04-06;ITUBG219;BRITUB4G0P52;EQUITY CALL;;;;;;3,47;;
2020-04-06;ITUBG229;BRITUB4G0P37;EQUITY CALL;;;;;;2,86;;
2020-04-06;ITUBG252;BRITUB4G0P60;EQUITY CALL;;;;;;1,77;;
2020-04-06;ITUBG263;BRITUB4G0P45;EQUITY CALL;;;;;;1,4;;
2020-04-06;ITUBG271;BRITUB4G0PG6;EQUITY CALL;;;;;;0,89;;
2020-04-06;ITUBG279;BRITUB4G0PO0;EQUITY CALL;;;;;;0,55;;
2020-04-06;ITUBG296;BRITUB4G0PN2;EQUITY CALL;;;;;;0,33;;
2020-04-06;ITUBG300;BRITUB4G0OT2;EQUITY CALL;;;;;;0,51;;
2020-04-06;ITUBG308;BRITUB4G0PL6;EQUITY CALL;;;;;;0,3;;
2020-04-06;ITUBG312;BRITUB4G0P11;EQUITY CALL;;;;;;0,35;;
2020-04-06;ITUBG316;BRITUB4G0PI2;EQUITY CALL;;;;;;0,24;;
2020-04-06;ITUBG321;BRITUB4G0PC5;EQUITY CALL;;;;;;0,2;;
2020-04-06;ITUBG332;BRITUB4G0P78;EQUITY CALL;;;;;;0,19;;
2020-04-06;ITUBG333;BRITUB4G0PK8;EQUITY CALL;;;;;;0,14;;
2020-04-06;ITUBG335;BRITUB4G0OU0;EQUITY CALL;;;;;;0,17;;
2020-04-06;ITUBG357;BRITUB4G0P03;EQUITY CALL;;;;;;0,08;;
2020-04-06;ITUBG363;BRITUB4G0PJ0;EQUITY CALL;;;;;;0,05;;
2020-04-06;ITUBG369;BRITUB4G0P86;EQUITY CALL;;;;;;0,05;;
2020-04-06;ITUBG379;BRITUB4G0PB7;EQUITY CALL;;;;;;0,03;;
2020-04-06;ITUBG406;BRITUB4G0PH4;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBG419;BRITUB4G0P94;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBG432;BRITUB4G0P29;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBH257;BRITUB4H0SH7;EQUITY CALL;;;;;;1,69;;
2020-04-06;ITUBH271;BRITUB4H0SP0;EQUITY CALL;;;;;;0,77;;
2020-04-06;ITUBH299;BRITUB4H0SQ8;EQUITY CALL;;;;;;0,36;;
2020-04-06;ITUBH319;BRITUB4H0SR6;EQUITY CALL;;;;;;0,2;;
2020-04-06;ITUBH32;BRITUB4H0SE4;EQUITY CALL;;;;;;0,34;;
2020-04-06;ITUBH326;BRITUB4H0SK1;EQUITY CALL;;;;;;0,22;;
2020-04-06;ITUBH332;BRITUB4H0SD6;EQUITY CALL;;;;;;0,24;;
2020-04-06;ITUBH338;BRITUB4H0SS4;EQUITY CALL;;;;;;0,11;;
2020-04-06;ITUBH339;BRITUB4H0SI5;EQUITY CALL;;;;;;0,15;;
2020-04-06;ITUBH351;BRITUB4H0SO3;EQUITY CALL;;;;;;0,1;;
2020-04-06;ITUBH356;BRITUB4H0SM7;EQUITY CALL;;;;;;0,08;;
2020-04-06;ITUBH363;BRITUB4H0SL9;EQUITY CALL;;;;;;0,06;;
2020-04-06;ITUBH377;BRITUB4H0SJ3;EQUITY CALL;;;;;;0,04;;
2020-04-06;ITUBH396;BRITUB4H0SN5;EQUITY CALL;;;;;;0,02;;
2020-04-06;ITUBH410;BRITUB4H0SG9;EQUITY CALL;;;;;;0,02;;
2020-04-06;ITUBH955;BRITUB4H0SF1;EQUITY CALL;;;;;;0,12;;
2020-04-06;ITUBI166;BRITUB4I0RH8;EQUITY CALL;;;;;;7,11;;
2020-04-06;ITUBI197;BRITUB4I0R23;EQUITY CALL;;;;;;5,28;;
2020-04-06;ITUBI269;BRITUB4I0RI6;EQUITY CALL;;;;;;0,94;;
2020-04-06;ITUBI274;BRITUB4I0RJ4;EQUITY CALL;;;;;;0,84;;
2020-04-06;ITUBI286;BRITUB4I0RL0;EQUITY CALL;;;;;;0,61;;
2020-04-06;ITUBI314;BRITUB4I0RE5;EQUITY CALL;;;;;;0,34;;
2020-04-06;ITUBI319;BRITUB4I0RK2;EQUITY CALL;;;;;;0,26;;
2020-04-06;ITUBI344;BRITUB4I0RC9;EQUITY CALL;;;;;;0,18;;
2020-04-06;ITUBI354;BRITUB4I0RF2;EQUITY CALL;;;;;;0,13;;
2020-04-06;ITUBI377;BRITUB4I0RD7;EQUITY CALL;;;;;;0,06;;
2020-04-06;ITUBI429;BRITUB4I0RG0;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBJ181;BRITUB4J0QR8;EQUITY CALL;;;;;;5,91;;
2020-04-06;ITUBJ270;BRITUB4J0PN9;EQUITY CALL;;;;;;1,49;;
2020-04-06;ITUBJ278;BRITUB4J0Q63;EQUITY CALL;;;;;;1,27;;
2020-04-06;ITUBJ300;BRITUB4J0PO7;EQUITY CALL;;;;;;0,77;;
2020-04-06;ITUBJ348;BRITUB4J0PP4;EQUITY CALL;;;;;;0,23;;
2020-04-06;ITUBJ369;BRITUB4J0QQ0;EQUITY CALL;;;;;;0,1;;
2020-04-06;ITUBJ377;BRITUB4J0QP2;EQUITY CALL;;;;;;0,08;;
2020-04-06;ITUBJ68;BRITUB4J0P80;EQUITY CALL;;;;;;0,02;;
2020-04-06;ITUBK197;BRITUB4K0RL6;EQUITY CALL;;;;;;5,46;;
2020-04-06;ITUBK311;BRITUB4K0SC3;EQUITY CALL;;;;;;0,54;;
2020-04-06;ITUBK314;BRITUB4K0SA7;EQUITY CALL;;;;;;0,51;;
2020-04-06;ITUBK329;BRITUB4K0S44;EQUITY CALL;;;;;;0,36;;
2020-04-06;ITUBK344;BRITUB4K0RZ6;EQUITY CALL;;;;;;0,25;;
2020-04-06;ITUBK366;BRITUB4K0SD1;EQUITY CALL;;;;;;0,14;;
2020-04-06;ITUBK369;BRITUB4K0S93;EQUITY CALL;;;;;;0,13;;
2020-04-06;ITUBK429;BRITUB4K0SB5;EQUITY CALL;;;;;;0,02;;
2020-04-06;ITUBK439;BRITUB4K0S51;EQUITY CALL;;;;;;0,02;;
2020-04-06;ITUBL141;BRITUB4L0SP4;EQUITY CALL;;;;;;9,52;;
2020-04-06;ITUBL154;BRITUB4L0SJ7;EQUITY CALL;;;;;;8,41;;
2020-04-06;ITUBL159;BRITUB4L0SL3;EQUITY CALL;;;;;;7,98;;
2020-04-06;ITUBL164;BRITUB4L0SK5;EQUITY CALL;;;;;;7,55;;
2020-04-06;ITUBL259;BRITUB4L0SM1;EQUITY CALL;;;;;;1,83;;
2020-04-06;ITUBL264;BRITUB4L0SN9;EQUITY CALL;;;;;;1,66;;
2020-04-06;ITUBL314;BRITUB4L0RX0;EQUITY CALL;;;;;;0,6;;
2020-04-06;ITUBL328;BRITUB4L0SQ2;EQUITY CALL;;;;;;0,43;;
2020-04-06;ITUBL364;BRITUB4L0RY8;EQUITY CALL;;;;;;0,19;;
2020-04-06;ITUBL401;BRITUB4L0SR0;EQUITY CALL;;;;;;0,07;;
2020-04-06;ITUBL402;BRITUB4L0R84;EQUITY CALL;;;;;;0,09;;
2020-04-06;ITUBL424;BRITUB4L0RZ5;EQUITY CALL;;;;;;0,04;;
2020-04-06;ITUBL43;BRITUB4L0SO7;EQUITY CALL;;;;;;0,03;;
2020-04-06;ITUBL474;BRITUB4L0RW2;EQUITY CALL;;;;;;0,01;;
2020-04-06;ITUBM294;BRITUB4M0U12;EQUITY PUT;;;;;;6,55;;
2020-04-06;ITUBM329;BRITUB4M0U04;EQUITY PUT;;;;;;9,46;;
2020-04-06;ITUBM336;BRITUB4M0TX5;EQUITY PUT;;;;;;10,12;;
2020-04-06;ITUBM344;BRITUB4M0U20;EQUITY PUT;;;;;;11,7;;
2020-04-06;ITUBM368;BRITUB4M0TY3;EQUITY PUT;;;;;;12,86;;
2020-04-06;ITUBN19;BRITUB4N0SS6;EQUITY PUT;;;;;;1,61;;
2020-04-06;ITUBN20;BRITUB4N0ST4;EQUITY PUT;;;;;;1,94;;
2020-04-06;ITUBN21;BRITUB4N0SU2;EQUITY PUT;;;;;;2,31;;
2020-04-06;ITUBN309;BRITUB4N0SQ0;EQUITY PUT;;;;;;7,79;;
2020-04-06;ITUBN332;BRITUB4N0SO5;EQUITY PUT;;;;;;9,7;;
2020-04-06;ITUBN337;BRITUB4N0SL1;EQUITY PUT;;;;;;10,13;;
2020-04-06;ITUBN339;BRITUB4N0SP2;EQUITY PUT;;;;;;10,35;;
2020-04-06;ITUBN347;BRITUB4N0SK3;EQUITY PUT;;;;;;11,02;;
2020-04-06;ITUBN392;BRITUB4N0SR8;EQUITY PUT;;;;;;15,17;;
2020-04-06;ITUBO737;BRITUB4O0SX5;EQUITY PUT;;;;;;10,1;;
2020-04-06;ITUBO752;BRITUB4O0SY3;EQUITY PUT;;;;;;11,43;;
2020-04-06;ITUBP116;BRITUB4P0SY2;EQUITY PUT;0,01;0,05;0,03;0,02;;0,01;17;38700
2020-04-06;ITUBP163;BRITUB4P0T26;EQUITY PUT;0,11;0,15;0,14;0,15;;0,09;13;17700
2020-04-06;ITUBP166;BRITUB4P0RH9;EQUITY PUT;0,08;0,12;0,09;0,1;;0,04;45;94300
2020-04-06;ITUBP20;BRITUB4P0T18;EQUITY PUT;0,47;0,6;0,52;0,55;;0,5;51;219900
2020-04-06;ITUBP208;BRITUB4P0SF1;EQUITY PUT;0,6;0,8;0,7;0,74;;0,7;37;81500
2020-04-06;ITUBP211;BRITUB4P0T00;EQUITY PUT;0,7;0,85;0,81;0,84;;0,78;14;40200
2020-04-06;ITUBP213;BRITUB4P0SO3;EQUITY PUT;0,76;0,97;0,9;0,9;;0,87;39;187800
2020-04-06;ITUBP218;BRITUB4P0SK1;EQUITY PUT;0,89;1,05;0,92;0,95;;1,07;4;27900
2020-04-06;ITUBP221;BRITUB4P0SZ9;EQUITY PUT;1;1,25;1,04;1,25;;1,18;5;7100
2020-04-06;ITUBP223;BRITUB4P0SI5;EQUITY PUT;1,11;1,35;1,17;1,31;;1,3;60;102000
2020-04-06;ITUBP228;BRITUB4P0SE4;EQUITY PUT;1,38;1,62;1,41;1,62;;1,57;37;177800
2020-04-06;ITUBP23;BRITUB4P0SQ8;EQUITY PUT;1,44;1,78;1,53;1,77;;1,72;21;12100
2020-04-06;ITUBP233;BRITUB4P0SL9;EQUITY PUT;1,67;1,94;1,78;1,94;;1,88;9;6200
2020-04-06;ITUBP238;BRITUB4P0SM7;EQUITY PUT;1,83;2,32;2,08;2,28;;2,21;20;18100
2020-04-06;ITUBP24;BRITUB4P0SR6;EQUITY PUT;2,53;2,73;2,58;2,73;;2,39;4;1000
2020-04-06;ITUBP243;BRITUB4P0SG9;EQUITY PUT;2,35;2,35;2,35;2,35;;2,58;2;800
2020-04-06;ITUBP248;BRITUB4P0SH7;EQUITY PUT;;;;;;2,97;;
2020-04-06;ITUBP251;BRITUB4P0SP0;EQUITY PUT;3,2;3,2;3,2;3,2;;3,18;2;200
2020-04-06;ITUBP256;BRITUB4P0SD6;EQUITY PUT;;;;;;3,61;;
2020-04-06;ITUBP261;BRITUB4P0SJ3;EQUITY PUT;;;;;;4,05;;
2020-04-06;ITUBP263;BRITUB4P0RD8;EQUITY PUT;3,15;3,5;3,17;3,25;;3,39;26;12100
